	expr	job_title	location_company	name_company	salary	time	url	url_company
32	5年以上 本科或以上	战略大客户经理 	广州-天河区	极智嘉科技	面议	2019-04-29	https://m.liepin.com/job/1915769154.shtml	https://m.liepin.com/company/8631177/
33	5年以上 本科或以上	大客户销售总监 	广州	某智能科技公司	30-60万	2019-04-29	https://m.liepin.com/a/14555627.shtml	
34	1年以上 学历不限	人脸/眼球算法开发工程师 	广州,深圳,重庆	某一线知名整车厂子公司	40-66万	2019-04-29	https://m.liepin.com/a/14253949.shtml	
35	经验不限 大专或以上	电话销售 	广州-番禺区	知名人工智能销售公司	4-5万	2019-04-29	https://m.liepin.com/a/14321101.shtml	
36	3年以上 学历不限	前端中级开发工程师 	广州	广州思迈特软件有限公司	18-22万	2019-04-29	https://m.liepin.com/job/1911681243.shtml	https://m.liepin.com/company/8629454/
37	1年以上 本科或以上	移动端开发工程师 	广州	广州思迈特软件有限公司	12-18万	2019-04-29	https://m.liepin.com/job/1910036092.shtml	https://m.liepin.com/company/8629454/
38	1年以上 本科或以上	硬件工程师 	广州	国内某智能家居民营公司	37-60万	2019-04-28	https://m.liepin.com/a/14363995.shtml	
39	3年以上 本科或以上	项目经理 	北京,深圳,广州	国内某AI+智能硬件高科技公司	45-67万	2019-04-28	https://m.liepin.com/a/14225357.shtml	
40	3年以上 大专或以上	无人机高级销售经理 	广州	上海东古航空科技有限公司	10-18万	2019-04-28	https://m.liepin.com/job/1919511271.shtml	https://m.liepin.com/company/9888639/
41	2年以上 本科或以上	算法工程师 	北京,上海,广州	上市人工智能互联网	36-72万	2019-04-28	https://m.liepin.com/a/14371885.shtml	
42	1年以上 大专或以上	前端工程师 	北京,上海,广州	上市人工智能互联网	36-72万	2019-04-28	https://m.liepin.com/a/14372163.shtml	
43	1年以上 学历不限	架构师 	北京,上海,广州	上市人工智能互联网	36-72万	2019-04-28	https://m.liepin.com/a/14372031.shtml	
44	5年以上 大专或以上	合伙人 	上海,广州,深圳	中国第一个智能机器人长租及销售为一体的平台	13-19万	2019-04-28	https://m.liepin.com/a/14509647.shtml	
45	3年以上 本科或以上	运营经理（新零售方向） 	广州	广州进享科技有限公司	20-26万	2019-04-26	https://m.liepin.com/job/1918663251.shtml	https://m.liepin.com/company/9883655/
46	8年以上 本科或以上	系统架构师 	广州	广东好太太科技集团股份有限公司	26-39万	2019-04-26	https://m.liepin.com/job/1915757125.shtml	https://m.liepin.com/company/8304383/
47	4年以上 本科或以上	物联网协议开发工程师 	广州	广东好太太科技集团股份有限公司	20-26万	2019-04-26	https://m.liepin.com/job/1915757172.shtml	https://m.liepin.com/company/8304383/
48	5年以上 大专或以上	区域总经理 	上海,广州,深圳	中国第一个智能机器人长租及销售为一体的平台	19-26万	2019-04-26	https://m.liepin.com/a/14493283.shtml	
49	3年以上 本科或以上	样板车间电子电器工程师 	广州	恒大国能新能源汽车集团	18-42万	2019-04-26	https://m.liepin.com/job/1919473927.shtml	https://m.liepin.com/company/9699449/
50	3年以上 本科或以上	样板车间车身焊接工程师 	广州	恒大国能新能源汽车集团	18-42万	2019-04-26	https://m.liepin.com/job/1919473915.shtml	https://m.liepin.com/company/9699449/
