	expr	job_title	location_company	name_company	salary	time	url	url_company
59	5年以上 本科或以上	产品总监 	北京-海淀区	北京眼神科技有限公司	24-48万	1个月前	https://m.liepin.com/job/1919029129.shtml	https://m.liepin.com/company/9881149/
0	3年以上 本科或以上	交互设计师 	北京,广州,上海	国内知名汽车科技公司	30-60万	1个月前	https://m.liepin.com/a/13573979.shtml	
1	5年以上 本科或以上	数据产品总监 	北京-朝阳区	PY	48-78万	1个月前	https://m.liepin.com/a/14159887.shtml	
2	3年以上 本科或以上	产品经理/助理（大数据方向/CMOM） 	北京	北京航天智造科技发展有限公司	18-24万	1个月前	https://m.liepin.com/job/1918259849.shtml	https://m.liepin.com/company/8624904/
3	3年以上 本科或以上	图像算法/机器视觉/模式识别工程师 	广东,浙江,北京	国内某知名上市公司	21-42万	1个月前	https://m.liepin.com/a/13587027.shtml	
4	8年以上 本科或以上	产品VP 	北京	大型互联网公司	60-96万	1个月前	https://m.liepin.com/a/14141053.shtml	
5	5年以上 本科或以上	产品专家 	北京,杭州,上海	知名奢侈品电商	39-52万	1个月前	https://m.liepin.com/a/14130987.shtml	
6	5年以上 本科或以上	智能网联 	北京,上海,杭州	某百万销量知名整车厂	65-104万	1个月前	https://m.liepin.com/a/13608863.shtml	
7	3年以上 本科或以上	推荐搜索产品经理 	北京	阅文集团	面议	1个月前	https://m.liepin.com/job/1916327009.shtml	https://m.liepin.com/company/8166451/
8	3年以上 学历不限	移动端产品经理 	北京-朝阳区	某知名视频企业	37-60万	1个月前	https://m.liepin.com/a/14105837.shtml	
9	8年以上 本科或以上	运营总监 	北京,深圳	上海某知名企业	36-48万	1个月前	https://m.liepin.com/a/14062723.shtml	
10	3年以上 本科或以上	综合平台运营（配件产品线上操盘）（电商运营） 	杭州,北京	某知名手机通讯企业	30-50万	1个月前	https://m.liepin.com/a/14086901.shtml	
11	5年以上 本科或以上	软件产品经理 	北京	IC独角兽公司	45-67万	1个月前	https://m.liepin.com/a/13566345.shtml	
